rmse,ensemble,n_mods
0.9317445269543676,uniform_weights,1
0.9087486635270278,uniform_weights,1
0.9402517538366466,uniform_weights,1
0.9286075576642839,uniform_weights,1
0.9232403598467991,uniform_weights,1
0.951501282509225,uniform_weights,1
0.9392887912003811,uniform_weights,1
0.9340189964190241,uniform_weights,1
0.9343036331919515,uniform_weights,1
0.9447705142564441,uniform_weights,1
0.9248106938068991,uniform_weights,1
0.9125002489160357,uniform_weights,1
0.9355083460835282,uniform_weights,1
0.9224087941982274,uniform_weights,1
0.9250979918747299,uniform_weights,1
0.954651732274805,uniform_weights,1
0.8969452144709782,uniform_weights,1
0.9308977990184686,uniform_weights,1
0.9124500321120006,uniform_weights,1
0.9296068588531098,uniform_weights,1
0.9309668766021131,uniform_weights,1
0.9409038880207548,uniform_weights,1
0.9355843502969847,uniform_weights,1
0.9509097065039956,uniform_weights,1
0.9427843016450544,uniform_weights,1
0.9474199019048192,uniform_weights,1
0.9179971893191072,uniform_weights,1
0.9341490011195838,uniform_weights,1
0.9285843125203371,uniform_weights,1
0.9465180536303854,uniform_weights,1
0.9485817933886038,uniform_weights,1
0.9235179747755476,uniform_weights,1
0.9435829594742638,uniform_weights,1
0.9284138670015086,uniform_weights,1
0.9145550271567441,uniform_weights,1
0.9482048197800368,uniform_weights,1
0.9187622288858468,uniform_weights,1
0.9315828529609246,uniform_weights,1
0.919328621351332,uniform_weights,1
0.9379208335753687,uniform_weights,1
0.9302098924059046,uniform_weights,1
0.9513947090421869,uniform_weights,1
0.9471737816678701,uniform_weights,1
0.9449506513356495,uniform_weights,1
0.9335329316225721,uniform_weights,1
0.923381680392771,uniform_weights,1
0.9271208226468851,uniform_weights,1
0.9198014241000525,uniform_weights,1
0.9183602580293645,uniform_weights,1
0.9323845551001493,uniform_weights,1
0.9388424188129938,uniform_by_type_weights,1
0.9328154629297303,uniform_by_type_weights,1
0.9383905657800484,uniform_by_type_weights,1
0.926875318237474,uniform_by_type_weights,1
0.927701033123356,uniform_by_type_weights,1
0.9276268270957414,uniform_by_type_weights,1
0.9250268155025242,uniform_by_type_weights,1
0.933039107200018,uniform_by_type_weights,1
0.9274624094678116,uniform_by_type_weights,1
0.9460376409386159,uniform_by_type_weights,1
0.9167002060649455,uniform_by_type_weights,1
0.9348790444716604,uniform_by_type_weights,1
0.9427870622598467,uniform_by_type_weights,1
0.9395548445909667,uniform_by_type_weights,1
0.9344305975426889,uniform_by_type_weights,1
0.9319279786210002,uniform_by_type_weights,1
0.9082247545281567,uniform_by_type_weights,1
