rmse,ensemble,n_mods
0.9460712038525865,uniform_weights,51
0.9422485135332576,uniform_by_type_weights,51
0.9243564493866294,inv_std_weights,51
0.9070889683328434,inv_var_weights,51
0.9710411028997937,inv_rmse_weights,51
0.932958351683445,uniform_weights,52
0.9230454704620797,uniform_by_type_weights,52
0.933649282331554,inv_std_weights,52
0.9258054770337658,inv_var_weights,52
0.9649044486126505,inv_rmse_weights,52
0.9360262329378752,uniform_weights,53
0.9451486372482085,uniform_by_type_weights,53
0.9199423462629639,inv_std_weights,53
0.9176799245178969,inv_var_weights,53
0.9825105097744989,inv_rmse_weights,53
0.927660419524244,uniform_weights,54
0.9275303928916396,uniform_by_type_weights,54
0.9223416835057324,inv_std_weights,54
0.919690789832787,inv_var_weights,54
0.9639657094105006,inv_rmse_weights,54
0.9414943480739939,uniform_weights,55
0.932756110198869,uniform_by_type_weights,55
0.9194065744850304,inv_std_weights,55
0.9249389715984181,inv_var_weights,55
0.9861545890584572,inv_rmse_weights,55
0.9283556079376923,uniform_weights,56
0.9376823417735586,uniform_by_type_weights,56
0.9012597091219481,inv_std_weights,56
0.9370317875902666,inv_var_weights,56
1.0039979260359184,inv_rmse_weights,56
0.9204890578320545,uniform_weights,57
0.930347914434586,uniform_by_type_weights,57
0.9311431382879322,inv_std_weights,57
0.9266060204274289,inv_var_weights,57
0.9459654317147685,inv_rmse_weights,57
0.9179221366619075,uniform_weights,58
0.9297578612478173,uniform_by_type_weights,58
0.9380243893539859,inv_std_weights,58
0.9395280896004466,inv_var_weights,58
0.970134878052121,inv_rmse_weights,58
0.9337478648557438,uniform_weights,59
0.9301366526920146,uniform_by_type_weights,59
0.9506086135043333,inv_std_weights,59
0.9140763430573237,inv_var_weights,59
0.9748803712896744,inv_rmse_weights,59
0.946425018326392,uniform_weights,60
0.9323808547108582,uniform_by_type_weights,60
0.9339885472146711,inv_std_weights,60
0.9153809324359506,inv_var_weights,60
0.9586988996206158,inv_rmse_weights,60
0.9354323621482512,uniform_weights,61
0.9282343622845427,uniform_by_type_weights,61
0.9239194105365184,inv_std_weights,61
0.929668520025655,inv_var_weights,61
0.9720146493826932,inv_rmse_weights,61
0.9358172346072149,uniform_weights,62
0.92786330255883,uniform_by_type_weights,62
0.9196242493295057,inv_std_weights,62
0.9226427907706639,inv_var_weights,62
0.967815123411214,inv_rmse_weights,62
0.9286562237412158,uniform_weights,63
0.9341932847571507,uniform_by_type_weights,63
0.9192875726188154,inv_std_weights,63
0.9265682254026542,inv_var_weights,63
0.9776008697239038,inv_rmse_weights,63
0.9276503590264171,uniform_weights,64
0.9271321884671544,uniform_by_type_weights,64
0.9163192447864503,inv_std_weights,64
0.915885290929316,inv_var_weights,64
0.9328611619049076,inv_rmse_weights,64
0.9380928327753821,uniform_weights,65
0.9372467827858961,uniform_by_type_weights,65
0.9125466458327403,inv_std_weights,65
0.9366695504128831,inv_var_weights,65
0.9660579662728564,inv_rmse_weights,65
0.9211837781499744,uniform_weights,66
0.9309697265394563,uniform_by_type_weights,66
0.9275476699795263,inv_std_weights,66
0.9247467256643921,inv_var_weights,66
0.9567774925162178,inv_rmse_weights,66
0.9557386426329642,uniform_weights,67
0.9198814686237045,uniform_by_type_weights,67
0.9297314113866212,inv_std_weights,67
0.9164529186296595,inv_var_weights,67
0.9785158228649704,inv_rmse_weights,67
0.9403009615148556,uniform_weights,68
0.9289683142908587,uniform_by_type_weights,68
0.9343801627251708,inv_std_weights,68
0.9153786834860129,inv_var_weights,68
0.9511167014090995,inv_rmse_weights,68
0.9280469873760904,uniform_weights,69
0.9321074874647138,uniform_by_type_weights,69
0.9307982486489763,inv_std_weights,69
0.9240407801029792,inv_var_weights,69
0.9770370405487119,inv_rmse_weights,69
0.9295580480765314,uniform_weights,70
0.9367307760194372,uniform_by_type_weights,70
0.926542416311407,inv_std_weights,70
0.9268073271202095,inv_var_weights,70
0.9645086878268614,inv_rmse_weights,70
0.9393762763417831,uniform_weights,71
0.9291964088078218,uniform_by_type_weights,71
0.9286194494848069,inv_std_weights,71
0.9264264856255041,inv_var_weights,71
0.9724004940998187,inv_rmse_weights,71
0.9346280106769175,uniform_weights,72
0.9228088225863708,uniform_by_type_weights,72
0.9325761706224865,inv_std_weights,72
0.9203997366167153,inv_var_weights,72
0.9814007735784027,inv_rmse_weights,72
0.9257996257762078,uniform_weights,73
0.9314618401218528,uniform_by_type_weights,73
0.9242237433663912,inv_std_weights,73
0.9290837450286432,inv_var_weights,73
0.9846268801432303,inv_rmse_weights,73
0.9339124309835807,uniform_weights,74
0.9266957129323605,uniform_by_type_weights,74
0.9210182633244908,inv_std_weights,74
0.9275132303419302,inv_var_weights,74
0.9946560531768727,inv_rmse_weights,74
0.938832067065492,uniform_weights,75
0.923985358673002,uniform_by_type_weights,75
0.9282771001205959,inv_std_weights,75
0.9320920119035048,inv_var_weights,75
0.9900181029013151,inv_rmse_weights,75
0.9314154392819926,uniform_weights,76
0.9200785733389545,uniform_by_type_weights,76
0.9207744328223483,inv_std_weights,76
0.9282826516111836,inv_var_weights,76
0.9694867914968481,inv_rmse_weights,76
0.9223079091106736,uniform_weights,77
0.9327685263187634,uniform_by_type_weights,77
0.9251773345230416,inv_std_weights,77
0.9246732629184093,inv_var_weights,77
0.9425381121975339,inv_rmse_weights,77
0.9161296118237047,uniform_weights,78
0.9323541510378608,uniform_by_type_weights,78
0.9257488899568963,inv_std_weights,78
0.9210480926362762,inv_var_weights,78
0.9748359449593699,inv_rmse_weights,78
0.9453439429989656,uniform_weights,79
0.9289405498908608,uniform_by_type_weights,79
0.9339221413701531,inv_std_weights,79
0.9254998655065723,inv_var_weights,79
0.9601795034092899,inv_rmse_weights,79
0.9241204398067943,uniform_weights,80
0.9282708723936192,uniform_by_type_weights,80
0.926088725609243,inv_std_weights,80
0.9320665053208801,inv_var_weights,80
0.9975689831020298,inv_rmse_weights,80
1.0682350473503468,uniform_weights,1
0.9651562316555117,uniform_by_type_weights,1
0.972881876258408,inv_std_weights,1
1.0519865069152945,inv_var_weights,1
0.9546244775517976,inv_rmse_weights,1
0.918970023514021,uniform_weights,2
0.9972454490143401,uniform_by_type_weights,2
1.012479406773905,inv_std_weights,2
0.9562246885260796,inv_var_weights,2
1.0025411156333575,inv_rmse_weights,2
1.0196919069299106,uniform_weights,3
0.9532437936139317,uniform_by_type_weights,3
1.0044197386028222,inv_std_weights,3
0.972881876258408,inv_var_weights,3
1.0027073143943372,inv_rmse_weights,3
0.9474536478414688,uniform_weights,4
0.9473415213985789,uniform_by_type_weights,4
0.9239011307474292,inv_std_weights,4
0.9478637177876261,inv_var_weights,4
0.8647556849807545,inv_rmse_weights,4
0.9657124080598422,uniform_weights,5
0.9243506636060159,uniform_by_type_weights,5
0.9294327046776832,inv_std_weights,5
0.9529526379093269,inv_var_weights,5
0.9753222846075583,inv_rmse_weights,5
1.0099090628971013,uniform_weights,6
0.9589654545673705,uniform_by_type_weights,6
0.9181199520006069,inv_std_weights,6
0.9593111809055421,inv_var_weights,6
1.0083794445045267,inv_rmse_weights,6
0.8976885684800013,uniform_weights,7
0.8990949154387671,uniform_by_type_weights,7
0.9061956495876404,inv_std_weights,7
0.9965815416256901,inv_var_weights,7
0.9225053429349109,inv_rmse_weights,7
0.9150841680322679,uniform_weights,8
0.9243808830678694,uniform_by_type_weights,8
0.935994689576222,inv_std_weights,8
0.9023735267648488,inv_var_weights,8
0.9395823424798679,inv_rmse_weights,8
0.9137910970260948,uniform_weights,9
0.9367288287258932,uniform_by_type_weights,9
0.9671748809445597,inv_std_weights,9
0.9154779545705861,inv_var_weights,9
0.9608356040299767,inv_rmse_weights,9
0.9425247171058395,uniform_weights,10
0.9498506459721014,uniform_by_type_weights,10
0.8787755656015666,inv_std_weights,10
0.9234451112927018,inv_var_weights,10
0.9431834047347217,inv_rmse_weights,10
0.9575270035326591,uniform_weights,11
0.9408991100774516,uniform_by_type_weights,11
0.9262787851397398,inv_std_weights,11
0.928545370387896,inv_var_weights,11
0.9572283901320068,inv_rmse_weights,11
0.9577662804993445,uniform_weights,12
0.9293115315477316,uniform_by_type_weights,12
0.9454037756711647,inv_std_weights,12
0.9191674357165169,inv_var_weights,12
0.9635666844383226,inv_rmse_weights,12
0.9183527325961702,uniform_weights,13
0.9124395374313483,uniform_by_type_weights,13
0.8970056503390216,inv_std_weights,13
0.9154178136612131,inv_var_weights,13
1.0258076429454441,inv_rmse_weights,13
0.9228472748934115,uniform_weights,14
0.9263942080697282,uniform_by_type_weights,14
0.924211804525238,inv_std_weights,14
0.9110063962879417,inv_var_weights,14
0.939787183510454,inv_rmse_weights,14
0.9479271900209337,uniform_weights,15
0.9212081339449231,uniform_by_type_weights,15
0.918537735172427,inv_std_weights,15
0.9309115043394602,inv_var_weights,15
0.9769277871488673,inv_rmse_weights,15
0.9210170569145557,uniform_weights,16
0.9334213085189146,uniform_by_type_weights,16
0.9361066229455601,inv_std_weights,16
0.9707907870823144,inv_var_weights,16
0.9535109186648763,inv_rmse_weights,16
0.9283270800827388,uniform_weights,17
0.952837861237976,uniform_by_type_weights,17
0.936559882522669,inv_std_weights,17
0.9408977087425782,inv_var_weights,17
0.9132273635973119,inv_rmse_weights,17
0.926916369625857,uniform_weights,18
0.9294282774268777,uniform_by_type_weights,18
0.9457398325920112,inv_std_weights,18
0.9009187257930887,inv_var_weights,18
0.9368953631971667,inv_rmse_weights,18
0.9169895871085207,uniform_weights,19
0.9325052020638609,uniform_by_type_weights,19
0.9169617561817088,inv_std_weights,19
0.925704009769508,inv_var_weights,19
0.9526610718316071,inv_rmse_weights,19
0.9340185965372088,uniform_weights,20
0.9105566482105664,uniform_by_type_weights,20
0.9327518966576551,inv_std_weights,20
0.9504046740234778,inv_var_weights,20
0.9647768449060877,inv_rmse_weights,20
0.9369544354366925,uniform_weights,21
0.9327944468379828,uniform_by_type_weights,21
0.9478468409588635,inv_std_weights,21
0.9429208943977875,inv_var_weights,21
0.969921088301319,inv_rmse_weights,21
0.9099327311132218,uniform_weights,22
0.9158616142477625,uniform_by_type_weights,22
0.9511218277788005,inv_std_weights,22
0.9152071735457912,inv_var_weights,22
0.9708298704598591,inv_rmse_weights,22
0.9657211135665068,uniform_weights,23
0.9230456338269445,uniform_by_type_weights,23
0.9591874629603497,inv_std_weights,23
0.9329560373760418,inv_var_weights,23
0.9894498969654164,inv_rmse_weights,23
0.9426388129150155,uniform_weights,24
0.9300043335510343,uniform_by_type_weights,24
0.8974384886943765,inv_std_weights,24
0.9299752957864773,inv_var_weights,24
0.9692793147634152,inv_rmse_weights,24
0.9489356666954718,uniform_weights,25
0.9314912690520303,uniform_by_type_weights,25
0.9353159907387494,inv_std_weights,25
0.9164874083667148,inv_var_weights,25
0.9551140020158579,inv_rmse_weights,25
0.9415182204391151,uniform_weights,26
0.9354057980437505,uniform_by_type_weights,26
0.9179742554410746,inv_std_weights,26
0.9246864215308356,inv_var_weights,26
0.9642301920188734,inv_rmse_weights,26
0.9626583613750469,uniform_weights,27
0.9411050626996158,uniform_by_type_weights,27
0.9299275324110148,inv_std_weights,27
0.9207308260268052,inv_var_weights,27
0.9663665532173866,inv_rmse_weights,27
0.9142775205947792,uniform_weights,28
0.9336370236064037,uniform_by_type_weights,28
0.924399898926582,inv_std_weights,28
0.9399709169905894,inv_var_weights,28
0.9559516674429591,inv_rmse_weights,28
0.9132657362235215,uniform_weights,29
0.9339414191232442,uniform_by_type_weights,29
0.9346981306887999,inv_std_weights,29
0.9203522067895032,inv_var_weights,29
0.9492978726333503,inv_rmse_weights,29
0.9250055942895162,uniform_weights,30
0.9198277235602625,uniform_by_type_weights,30
0.9434474694883653,inv_std_weights,30
0.9321276980525022,inv_var_weights,30
0.9546383330411705,inv_rmse_weights,30
0.9560399662794512,uniform_weights,31
0.9284963664522833,uniform_by_type_weights,31
0.9165065443159868,inv_std_weights,31
0.9260450023712111,inv_var_weights,31
0.9902345369001238,inv_rmse_weights,31
0.9183974894325521,uniform_weights,32
0.9251540067634404,uniform_by_type_weights,32
0.951037952700954,inv_std_weights,32
0.92378181662258,inv_var_weights,32
0.9531375729672944,inv_rmse_weights,32
0.9258865627218863,uniform_weights,33
0.9522915471999447,uniform_by_type_weights,33
0.9323469558254561,inv_std_weights,33
0.9194409195149992,inv_var_weights,33
0.954697574286781,inv_rmse_weights,33
0.9643336212301287,uniform_weights,34
0.9324609699758196,uniform_by_type_weights,34
0.9189024071152949,inv_std_weights,34
0.9224476486475442,inv_var_weights,34
0.9693614131113066,inv_rmse_weights,34
0.9211924876295393,uniform_weights,35
0.935200517946422,uniform_by_type_weights,35
0.9310881385801643,inv_std_weights,35
0.948390365554614,inv_var_weights,35
0.984609944062187,inv_rmse_weights,35
0.9299029923792004,uniform_weights,36
0.9247917191315926,uniform_by_type_weights,36
0.9346145807219668,inv_std_weights,36
0.9156188927962039,inv_var_weights,36
0.9679402857136286,inv_rmse_weights,36
0.9312553915318558,uniform_weights,37
0.9260720094663792,uniform_by_type_weights,37
0.9418437395248271,inv_std_weights,37
0.905175371424646,inv_var_weights,37
0.991071587258321,inv_rmse_weights,37
0.9341042346041648,uniform_weights,38
0.9276598525511527,uniform_by_type_weights,38
0.9369716687279988,inv_std_weights,38
0.9222688256858643,inv_var_weights,38
0.9680479560063115,inv_rmse_weights,38
0.9284590820480191,uniform_weights,39
0.9272105659296411,uniform_by_type_weights,39
0.9364736778653185,inv_std_weights,39
0.9272730721397273,inv_var_weights,39
0.9838585277205076,inv_rmse_weights,39
0.9374186649364695,uniform_weights,40
0.9047846490309369,uniform_by_type_weights,40
0.9280530986209028,inv_std_weights,40
0.9156138542116085,inv_var_weights,40
0.9954176144516251,inv_rmse_weights,40
0.9404630970198034,uniform_weights,41
0.9333965037760887,uniform_by_type_weights,41
0.9567864327974057,inv_std_weights,41
0.935957511864043,inv_var_weights,41
0.9878504344651082,inv_rmse_weights,41
0.9354410621638549,uniform_weights,42
0.9283513958237926,uniform_by_type_weights,42
0.9224460391303937,inv_std_weights,42
0.9363604373209399,inv_var_weights,42
0.9802787710148176,inv_rmse_weights,42
0.9341217002765426,uniform_weights,43
0.9267305760772543,uniform_by_type_weights,43
0.9195502841116034,inv_std_weights,43
0.9151935281548379,inv_var_weights,43
0.9644122043138703,inv_rmse_weights,43
0.9287541980129589,uniform_weights,44
0.9329083727035239,uniform_by_type_weights,44
0.9245270995130259,inv_std_weights,44
0.9321480717727159,inv_var_weights,44
0.9477879902181414,inv_rmse_weights,44
0.9433291071594877,uniform_weights,45
0.9267450672328965,uniform_by_type_weights,45
0.9300167955873916,inv_std_weights,45
0.9164107520002803,inv_var_weights,45
0.975449249112907,inv_rmse_weights,45
0.9300410254213678,uniform_weights,46
0.9317950851987589,uniform_by_type_weights,46
0.9259928860015385,inv_std_weights,46
0.9202285767525311,inv_var_weights,46
0.9949458531619791,inv_rmse_weights,46
0.9513096879683354,uniform_weights,47
0.9346996984995384,uniform_by_type_weights,47
0.9287003405078617,inv_std_weights,47
0.9237171715144381,inv_var_weights,47
0.9515876840975679,inv_rmse_weights,47
0.9409885757504255,uniform_weights,48
0.9309614620484309,uniform_by_type_weights,48
0.93027019255364,inv_std_weights,48
0.9177385832552073,inv_var_weights,48
0.9600934017177755,inv_rmse_weights,48
0.9236239281050229,uniform_weights,49
0.931479230888521,uniform_by_type_weights,49
0.9147554116565576,inv_std_weights,49
0.9178425959497367,inv_var_weights,49
0.9583789114935218,inv_rmse_weights,49
0.9166432703602259,uniform_weights,50
0.9274119958832368,uniform_by_type_weights,50
0.9175074470649026,inv_std_weights,50
0.9310539409351277,inv_var_weights,50
0.9805475268860053,inv_rmse_weights,50
0.9423100120300913,uniform_weights,51
0.9335533897179283,uniform_by_type_weights,51
0.9333057644620522,inv_std_weights,51
0.9042848717831778,inv_var_weights,51
0.9619236283760424,inv_rmse_weights,51
0.9233252815661083,uniform_weights,52
0.9341647194099213,uniform_by_type_weights,52
0.9222281020384754,inv_std_weights,52
0.9339747886947741,inv_var_weights,52
0.9528573945406086,inv_rmse_weights,52
0.9413296242231206,uniform_weights,53
0.9202098156093399,uniform_by_type_weights,53
0.9083211050906697,inv_std_weights,53
0.9187757454406348,inv_var_weights,53
0.9830145378442079,inv_rmse_weights,53
0.9564071627832593,uniform_weights,54
0.9352354708452577,uniform_by_type_weights,54
0.9343751632251159,inv_std_weights,54
0.9378687543949845,inv_var_weights,54
0.9579374388565023,inv_rmse_weights,54
0.9464329907692588,uniform_weights,55
0.9341760846141073,uniform_by_type_weights,55
0.8935598074683074,inv_std_weights,55
0.9275551220544893,inv_var_weights,55
0.9813771087763444,inv_rmse_weights,55
0.9432426400750439,uniform_weights,56
0.9263256612267657,uniform_by_type_weights,56
0.9428473136214827,inv_std_weights,56
0.9306715759279789,inv_var_weights,56
0.972068805614746,inv_rmse_weights,56
0.9279781634156377,uniform_weights,57
0.9269107124776598,uniform_by_type_weights,57
0.9200065785693425,inv_std_weights,57
0.9269778467933384,inv_var_weights,57
0.9634184069080334,inv_rmse_weights,57
0.9417805676123525,uniform_weights,58
0.9316581032882664,uniform_by_type_weights,58
0.9255860013333951,inv_std_weights,58
0.9150561172240226,inv_var_weights,58
0.9792688818053068,inv_rmse_weights,58
0.9528002852712084,uniform_weights,59
0.9259338186458492,uniform_by_type_weights,59
0.9392669764376756,inv_std_weights,59
0.9362138235724019,inv_var_weights,59
0.9842420306062719,inv_rmse_weights,59
0.9338952537827131,uniform_weights,60
0.9362951040551859,uniform_by_type_weights,60
0.9056707870130426,inv_std_weights,60
0.9308195807604641,inv_var_weights,60
0.9393698816856919,inv_rmse_weights,60
0.9213880681798323,uniform_weights,61
0.9232462385021265,uniform_by_type_weights,61
0.9339423969899479,inv_std_weights,61
0.9174753283133615,inv_var_weights,61
0.9441281420343074,inv_rmse_weights,61
0.9267521010869744,uniform_weights,62
0.932347941031957,uniform_by_type_weights,62
0.9376920505672629,inv_std_weights,62
0.9335479137148864,inv_var_weights,62
