Model1,Model2,RMSE
lm_4,bglr_4,0.8942522967520532
lm_4,bglr_5,0.9132670710194892
lm_4,bglr_6,0.910573875485913
lm_4,bglr_7,0.9238409389339264
lm_4,bglr_8,0.8608128377667137
lm_4,bglr_9,0.8907033395342102
lm_4,knn_0,0.9879022210273076
lm_4,knn_1,0.9879022210273076
lm_4,knn_2,0.9879022210273076
lm_4,knn_3,0.9879022210273076
lm_4,knn_4,0.9879022210273076
lm_4,knn_5,0.9879022210273076
lm_4,knn_6,0.9879022210273076
lm_4,knn_7,0.9879022210273076
lm_4,knn_8,0.9879022210273076
lm_4,knn_9,0.9879022210273076
lm_4,rf_0,0.9599366755876244
lm_4,rf_1,0.9599366755876244
lm_4,rf_2,0.956545180373092
lm_4,rf_3,0.9599366755876244
lm_4,rf_4,0.9599366755876244
lm_4,rf_5,0.9599366755876244
lm_4,rf_6,0.9599366755876244
lm_4,rf_7,0.9599366755876244
lm_4,rf_8,0.9565451803730922
lm_4,rf_9,0.9599366755876244
lm_4,rnr_0,0.9977171371343132
lm_4,rnr_1,0.9977171371343132
lm_4,rnr_2,0.9977171371343132
lm_4,rnr_3,0.9977171371343132
lm_4,rnr_4,0.9977171371343132
lm_4,rnr_5,0.9977171371343132
lm_4,rnr_6,0.9977171371343132
lm_4,rnr_7,0.9977171371343132
lm_4,rnr_8,0.9977171371343132
lm_4,rnr_9,0.9977171371343132
lm_4,svrl_0,0.9786697060697056
lm_4,svrl_1,0.9501418398440816
lm_4,svrl_2,0.975024781042016
lm_4,svrl_3,0.9585637256344004
lm_4,svrl_4,0.9572856888452398
lm_4,svrl_5,1.008119965968285
lm_4,svrl_6,0.9770478298214632
lm_4,svrl_7,0.9552354364980128
lm_4,svrl_8,0.9511155876875798
lm_4,svrl_9,0.9348886922300136
lm_4,full_0,0.977509943860926
lm_4,full_1,0.965830858155312
lm_4,full_2,0.9772357319556088
lm_4,full_3,0.9760104744284808
lm_4,full_4,0.9747448082558032
lm_4,full_5,0.951601272396614
lm_4,full_6,0.9495738485806589
lm_4,full_7,0.9477850804298452
lm_4,full_8,0.9266232764435804
lm_4,full_9,0.9327411965846528
lm_4,cat_0,0.9175355461109586
lm_4,cat_1,0.9234922042827396
lm_4,cat_2,0.9108790448872646
lm_4,cat_3,0.9140753152929438
lm_4,cat_4,0.9213870995116534
lm_4,cat_5,0.9186006469670636
lm_4,cat_6,0.9119981129657594
lm_4,cat_7,0.9233048609777184
lm_4,cat_8,0.9239249785702084
lm_4,cat_9,0.9292727206227424
lm_5,lm_0,0.972881876258408
lm_5,lm_1,0.972881876258408
lm_5,lm_2,0.972881876258408
lm_5,lm_3,0.972881876258408
lm_5,lm_4,0.972881876258408
lm_5,lm_5,0.972881876258408
lm_5,lm_6,0.972881876258408
lm_5,lm_7,0.972881876258408
lm_5,lm_8,0.972881876258408
lm_5,lm_9,0.972881876258408
lm_5,bglr_0,0.93276110936147
lm_5,bglr_1,0.9614902137158396
lm_5,bglr_2,0.8536610634223402
lm_5,bglr_3,0.8535358586336393
lm_5,bglr_4,0.8942522967520532
lm_5,bglr_5,0.9132670710194892
lm_5,bglr_6,0.910573875485913
lm_5,bglr_7,0.9238409389339264
lm_5,bglr_8,0.8608128377667137
lm_5,bglr_9,0.8907033395342102
lm_5,knn_0,0.9879022210273076
lm_5,knn_1,0.9879022210273076
lm_5,knn_2,0.9879022210273076
lm_5,knn_3,0.9879022210273076
lm_5,knn_4,0.9879022210273076
lm_5,knn_5,0.9879022210273076
lm_5,knn_6,0.9879022210273076
lm_5,knn_7,0.9879022210273076
lm_5,knn_8,0.9879022210273076
lm_5,knn_9,0.9879022210273076
lm_5,rf_0,0.9599366755876244
lm_5,rf_1,0.9599366755876244
lm_5,rf_2,0.956545180373092
lm_5,rf_3,0.9599366755876244
lm_5,rf_4,0.9599366755876244
lm_5,rf_5,0.9599366755876244
lm_5,rf_6,0.9599366755876244
lm_5,rf_7,0.9599366755876244
lm_5,rf_8,0.9565451803730922
lm_5,rf_9,0.9599366755876244
lm_5,rnr_0,0.9977171371343132
lm_5,rnr_1,0.9977171371343132
lm_5,rnr_2,0.9977171371343132
lm_5,rnr_3,0.9977171371343132
lm_5,rnr_4,0.9977171371343132
lm_5,rnr_5,0.9977171371343132
lm_5,rnr_6,0.9977171371343132
lm_5,rnr_7,0.9977171371343132
lm_5,rnr_8,0.9977171371343132
lm_5,rnr_9,0.9977171371343132
lm_5,svrl_0,0.9786697060697056
lm_5,svrl_1,0.9501418398440816
lm_5,svrl_2,0.975024781042016
lm_5,svrl_3,0.9585637256344004
lm_5,svrl_4,0.9572856888452398
lm_5,svrl_5,1.008119965968285
lm_5,svrl_6,0.9770478298214632
lm_5,svrl_7,0.9552354364980128
lm_5,svrl_8,0.9511155876875798
lm_5,svrl_9,0.9348886922300136
lm_5,full_0,0.977509943860926
lm_5,full_1,0.965830858155312
lm_5,full_2,0.9772357319556088
lm_5,full_3,0.9760104744284808
lm_5,full_4,0.9747448082558032
lm_5,full_5,0.951601272396614
lm_5,full_6,0.9495738485806589
lm_5,full_7,0.9477850804298452
lm_5,full_8,0.9266232764435804
lm_5,full_9,0.9327411965846528
lm_5,cat_0,0.9175355461109586
lm_5,cat_1,0.9234922042827396
lm_5,cat_2,0.9108790448872646
lm_5,cat_3,0.9140753152929438
lm_5,cat_4,0.9213870995116534
lm_5,cat_5,0.9186006469670636
lm_5,cat_6,0.9119981129657594
lm_5,cat_7,0.9233048609777184
lm_5,cat_8,0.9239249785702084
lm_5,cat_9,0.9292727206227424
lm_6,lm_0,0.972881876258408
lm_6,lm_1,0.972881876258408
lm_6,lm_2,0.972881876258408
lm_6,lm_3,0.972881876258408
lm_6,lm_4,0.972881876258408
lm_6,lm_5,0.972881876258408
lm_6,lm_6,0.972881876258408
lm_6,lm_7,0.972881876258408
lm_6,lm_8,0.972881876258408
lm_6,lm_9,0.972881876258408
lm_6,bglr_0,0.93276110936147
lm_6,bglr_1,0.9614902137158396
lm_6,bglr_2,0.8536610634223402
lm_6,bglr_3,0.8535358586336393
lm_6,bglr_4,0.8942522967520532
lm_6,bglr_5,0.9132670710194892
lm_6,bglr_6,0.910573875485913
lm_6,bglr_7,0.9238409389339264
lm_6,bglr_8,0.8608128377667137
lm_6,bglr_9,0.8907033395342102
lm_6,knn_0,0.9879022210273076
lm_6,knn_1,0.9879022210273076
lm_6,knn_2,0.9879022210273076
lm_6,knn_3,0.9879022210273076
lm_6,knn_4,0.9879022210273076
lm_6,knn_5,0.9879022210273076
lm_6,knn_6,0.9879022210273076
lm_6,knn_7,0.9879022210273076
lm_6,knn_8,0.9879022210273076
lm_6,knn_9,0.9879022210273076
lm_6,rf_0,0.9599366755876244
lm_6,rf_1,0.9599366755876244
lm_6,rf_2,0.956545180373092
lm_6,rf_3,0.9599366755876244
lm_6,rf_4,0.9599366755876244
lm_6,rf_5,0.9599366755876244
lm_6,rf_6,0.9599366755876244
lm_6,rf_7,0.9599366755876244
lm_6,rf_8,0.9565451803730922
lm_6,rf_9,0.9599366755876244
lm_6,rnr_0,0.9977171371343132
lm_6,rnr_1,0.9977171371343132
lm_6,rnr_2,0.9977171371343132
lm_6,rnr_3,0.9977171371343132
lm_6,rnr_4,0.9977171371343132
lm_6,rnr_5,0.9977171371343132
lm_6,rnr_6,0.9977171371343132
lm_6,rnr_7,0.9977171371343132
lm_6,rnr_8,0.9977171371343132
lm_6,rnr_9,0.9977171371343132
lm_6,svrl_0,0.9786697060697056
lm_6,svrl_1,0.9501418398440816
lm_6,svrl_2,0.975024781042016
lm_6,svrl_3,0.9585637256344004
lm_6,svrl_4,0.9572856888452398
lm_6,svrl_5,1.008119965968285
lm_6,svrl_6,0.9770478298214632
lm_6,svrl_7,0.9552354364980128
lm_6,svrl_8,0.9511155876875798
lm_6,svrl_9,0.9348886922300136
lm_6,full_0,0.977509943860926
lm_6,full_1,0.965830858155312
lm_6,full_2,0.9772357319556088
lm_6,full_3,0.9760104744284808
lm_6,full_4,0.9747448082558032
lm_6,full_5,0.951601272396614
lm_6,full_6,0.9495738485806589
lm_6,full_7,0.9477850804298452
lm_6,full_8,0.9266232764435804
lm_6,full_9,0.9327411965846528
lm_6,cat_0,0.9175355461109586
lm_6,cat_1,0.9234922042827396
lm_6,cat_2,0.9108790448872646
lm_6,cat_3,0.9140753152929438
lm_6,cat_4,0.9213870995116534
lm_6,cat_5,0.9186006469670636
lm_6,cat_6,0.9119981129657594
lm_6,cat_7,0.9233048609777184
lm_6,cat_8,0.9239249785702084
lm_6,cat_9,0.9292727206227424
lm_7,lm_0,0.972881876258408
lm_7,lm_1,0.972881876258408
lm_7,lm_2,0.972881876258408
lm_7,lm_3,0.972881876258408
lm_7,lm_4,0.972881876258408
lm_7,lm_5,0.972881876258408
lm_7,lm_6,0.972881876258408
lm_7,lm_7,0.972881876258408
lm_7,lm_8,0.972881876258408
lm_7,lm_9,0.972881876258408
lm_7,bglr_0,0.93276110936147
lm_7,bglr_1,0.9614902137158396
lm_7,bglr_2,0.8536610634223402
lm_7,bglr_3,0.8535358586336393
lm_7,bglr_4,0.8942522967520532
lm_7,bglr_5,0.9132670710194892
lm_7,bglr_6,0.910573875485913
lm_7,bglr_7,0.9238409389339264
lm_7,bglr_8,0.8608128377667137
lm_7,bglr_9,0.8907033395342102
lm_7,knn_0,0.9879022210273076
lm_7,knn_1,0.9879022210273076
lm_7,knn_2,0.9879022210273076
lm_7,knn_3,0.9879022210273076
lm_7,knn_4,0.9879022210273076
lm_7,knn_5,0.9879022210273076
lm_7,knn_6,0.9879022210273076
lm_7,knn_7,0.9879022210273076
lm_7,knn_8,0.9879022210273076
lm_7,knn_9,0.9879022210273076
lm_7,rf_0,0.9599366755876244
lm_7,rf_1,0.9599366755876244
lm_7,rf_2,0.956545180373092
lm_7,rf_3,0.9599366755876244
lm_7,rf_4,0.9599366755876244
lm_7,rf_5,0.9599366755876244
lm_7,rf_6,0.9599366755876244
lm_7,rf_7,0.9599366755876244
lm_7,rf_8,0.9565451803730922
lm_7,rf_9,0.9599366755876244
lm_7,rnr_0,0.9977171371343132
lm_7,rnr_1,0.9977171371343132
lm_7,rnr_2,0.9977171371343132
lm_7,rnr_3,0.9977171371343132
lm_7,rnr_4,0.9977171371343132
lm_7,rnr_5,0.9977171371343132
lm_7,rnr_6,0.9977171371343132
lm_7,rnr_7,0.9977171371343132
lm_7,rnr_8,0.9977171371343132
lm_7,rnr_9,0.9977171371343132
lm_7,svrl_0,0.9786697060697056
lm_7,svrl_1,0.9501418398440816
lm_7,svrl_2,0.975024781042016
lm_7,svrl_3,0.9585637256344004
lm_7,svrl_4,0.9572856888452398
lm_7,svrl_5,1.008119965968285
lm_7,svrl_6,0.9770478298214632
lm_7,svrl_7,0.9552354364980128
lm_7,svrl_8,0.9511155876875798
lm_7,svrl_9,0.9348886922300136
lm_7,full_0,0.977509943860926
lm_7,full_1,0.965830858155312
lm_7,full_2,0.9772357319556088
lm_7,full_3,0.9760104744284808
lm_7,full_4,0.9747448082558032
lm_7,full_5,0.951601272396614
lm_7,full_6,0.9495738485806589
lm_7,full_7,0.9477850804298452
lm_7,full_8,0.9266232764435804
lm_7,full_9,0.9327411965846528
lm_7,cat_0,0.9175355461109586
lm_7,cat_1,0.9234922042827396
lm_7,cat_2,0.9108790448872646
lm_7,cat_3,0.9140753152929438
lm_7,cat_4,0.9213870995116534
lm_7,cat_5,0.9186006469670636
lm_7,cat_6,0.9119981129657594
lm_7,cat_7,0.9233048609777184
lm_7,cat_8,0.9239249785702084
lm_7,cat_9,0.9292727206227424
lm_8,lm_0,0.972881876258408
lm_8,lm_1,0.972881876258408
lm_8,lm_2,0.972881876258408
lm_8,lm_3,0.972881876258408
lm_8,lm_4,0.972881876258408
lm_8,lm_5,0.972881876258408
lm_8,lm_6,0.972881876258408
lm_8,lm_7,0.972881876258408
lm_8,lm_8,0.972881876258408
lm_8,lm_9,0.972881876258408
lm_8,bglr_0,0.93276110936147
lm_8,bglr_1,0.9614902137158396
lm_8,bglr_2,0.8536610634223402
lm_8,bglr_3,0.8535358586336393
lm_8,bglr_4,0.8942522967520532
lm_8,bglr_5,0.9132670710194892
lm_8,bglr_6,0.910573875485913
lm_8,bglr_7,0.9238409389339264
lm_8,bglr_8,0.8608128377667137
lm_8,bglr_9,0.8907033395342102
lm_8,knn_0,0.9879022210273076
lm_8,knn_1,0.9879022210273076
lm_8,knn_2,0.9879022210273076
lm_8,knn_3,0.9879022210273076
lm_8,knn_4,0.9879022210273076
lm_8,knn_5,0.9879022210273076
lm_8,knn_6,0.9879022210273076
lm_8,knn_7,0.9879022210273076
lm_8,knn_8,0.9879022210273076
lm_8,knn_9,0.9879022210273076
lm_8,rf_0,0.9599366755876244
lm_8,rf_1,0.9599366755876244
lm_8,rf_2,0.956545180373092
lm_8,rf_3,0.9599366755876244
lm_8,rf_4,0.9599366755876244
lm_8,rf_5,0.9599366755876244
lm_8,rf_6,0.9599366755876244
lm_8,rf_7,0.9599366755876244
lm_8,rf_8,0.9565451803730922
lm_8,rf_9,0.9599366755876244
lm_8,rnr_0,0.9977171371343132
lm_8,rnr_1,0.9977171371343132
lm_8,rnr_2,0.9977171371343132
lm_8,rnr_3,0.9977171371343132
lm_8,rnr_4,0.9977171371343132
lm_8,rnr_5,0.9977171371343132
lm_8,rnr_6,0.9977171371343132
lm_8,rnr_7,0.9977171371343132
lm_8,rnr_8,0.9977171371343132
lm_8,rnr_9,0.9977171371343132
lm_8,svrl_0,0.9786697060697056
lm_8,svrl_1,0.9501418398440816
lm_8,svrl_2,0.975024781042016
lm_8,svrl_3,0.9585637256344004
lm_8,svrl_4,0.9572856888452398
lm_8,svrl_5,1.008119965968285
lm_8,svrl_6,0.9770478298214632
lm_8,svrl_7,0.9552354364980128
lm_8,svrl_8,0.9511155876875798
lm_8,svrl_9,0.9348886922300136
lm_8,full_0,0.977509943860926
lm_8,full_1,0.965830858155312
lm_8,full_2,0.9772357319556088
lm_8,full_3,0.9760104744284808
lm_8,full_4,0.9747448082558032
lm_8,full_5,0.951601272396614
lm_8,full_6,0.9495738485806589
lm_8,full_7,0.9477850804298452
lm_8,full_8,0.9266232764435804
lm_8,full_9,0.9327411965846528
lm_8,cat_0,0.9175355461109586
lm_8,cat_1,0.9234922042827396
lm_8,cat_2,0.9108790448872646
lm_8,cat_3,0.9140753152929438
lm_8,cat_4,0.9213870995116534
lm_8,cat_5,0.9186006469670636
lm_8,cat_6,0.9119981129657594
lm_8,cat_7,0.9233048609777184
lm_8,cat_8,0.9239249785702084
lm_8,cat_9,0.9292727206227424
lm_9,lm_0,0.972881876258408
lm_9,lm_1,0.972881876258408
lm_9,lm_2,0.972881876258408
lm_9,lm_3,0.972881876258408
lm_9,lm_4,0.972881876258408
lm_9,lm_5,0.972881876258408
lm_9,lm_6,0.972881876258408
lm_9,lm_7,0.972881876258408
lm_9,lm_8,0.972881876258408
lm_9,lm_9,0.972881876258408
lm_9,bglr_0,0.93276110936147
lm_9,bglr_1,0.9614902137158396
lm_9,bglr_2,0.8536610634223402
lm_9,bglr_3,0.8535358586336393
