Model1,Model2,RMSE
bglr_8,svrl_7,0.8811614576841115
bglr_8,svrl_8,0.8777548369818239
bglr_8,svrl_9,0.8465394270306192
bglr_8,full_0,0.9180407772702192
bglr_8,full_1,0.9309628727214015
bglr_8,full_2,0.9244333048940292
bglr_8,full_3,0.9136269115408816
bglr_8,full_4,0.9225078538702366
bglr_8,full_5,0.9056457426421076
bglr_8,full_6,0.8976731016776357
bglr_8,full_7,0.8871609754898285
bglr_8,full_8,0.891983649898076
bglr_8,full_9,0.8935052204361263
bglr_8,cat_0,0.8777183164482101
bglr_8,cat_1,0.8840233203063841
bglr_8,cat_2,0.8828842010983983
bglr_8,cat_3,0.8887450117316199
bglr_8,cat_4,0.888722758338294
bglr_8,cat_5,0.8913537163466876
bglr_8,cat_6,0.8638693097082708
bglr_8,cat_7,0.8796797279997968
bglr_8,cat_8,0.8859005776059921
bglr_8,cat_9,0.8828184878958728
bglr_9,lm_0,0.8907033395342102
bglr_9,lm_1,0.8907033395342102
bglr_9,lm_2,0.8907033395342102
bglr_9,lm_3,0.8907033395342102
bglr_9,lm_4,0.8907033395342102
bglr_9,lm_5,0.8907033395342102
bglr_9,lm_6,0.8907033395342102
bglr_9,lm_7,0.8907033395342102
bglr_9,lm_8,0.8907033395342102
bglr_9,lm_9,0.8907033395342102
bglr_9,bglr_0,0.9387022988925152
bglr_9,bglr_1,0.9455719339393944
bglr_9,bglr_2,0.8640756106287893
bglr_9,bglr_3,0.8526144341376809
bglr_9,bglr_4,0.8918291873896849
bglr_9,bglr_5,0.9133310046039332
bglr_9,bglr_6,0.919278683213757
bglr_9,bglr_7,0.931675892272692
bglr_9,bglr_8,0.8752123570076334
bglr_9,bglr_9,0.8931508613030745
bglr_9,knn_0,0.9309863881360376
bglr_9,knn_1,0.9309863881360376
bglr_9,knn_2,0.9309863881360376
bglr_9,knn_3,0.9309863881360376
bglr_9,knn_4,0.9309863881360376
bglr_9,knn_5,0.9309863881360376
bglr_9,knn_6,0.9309863881360376
bglr_9,knn_7,0.9309863881360376
bglr_9,knn_8,0.9309863881360376
bglr_9,knn_9,0.9309863881360376
bglr_9,rf_0,0.9139376250798074
bglr_9,rf_1,0.9139376250798072
bglr_9,rf_2,0.9092292529015876
bglr_9,rf_3,0.9139376250798074
bglr_9,rf_4,0.9139376250798074
bglr_9,rf_5,0.9139376250798074
bglr_9,rf_6,0.9139376250798072
bglr_9,rf_7,0.9139376250798072
bglr_9,rf_8,0.9092292529015878
bglr_9,rf_9,0.9139376250798074
bglr_9,rnr_0,0.9418743542386766
bglr_9,rnr_1,0.9418743542386766
bglr_9,rnr_2,0.9418743542386766
bglr_9,rnr_3,0.9418743542386766
bglr_9,rnr_4,0.9418743542386766
bglr_9,rnr_5,0.9418743542386766
bglr_9,rnr_6,0.9418743542386766
bglr_9,rnr_7,0.9418743542386766
bglr_9,rnr_8,0.9418743542386766
bglr_9,rnr_9,0.9418743542386766
bglr_9,svrl_0,0.9287018991219208
bglr_9,svrl_1,0.8911771484197175
bglr_9,svrl_2,0.916583297187657
bglr_9,svrl_3,0.9119303764251068
bglr_9,svrl_4,0.9004699120459222
bglr_9,svrl_5,0.9476420138784306
bglr_9,svrl_6,0.9210172037233766
bglr_9,svrl_7,0.9019142989584672
bglr_9,svrl_8,0.896068424375706
bglr_9,svrl_9,0.8676243267742832
bglr_9,full_0,0.940706936790372
bglr_9,full_1,0.934683244511324
bglr_9,full_2,0.9356390626864116
bglr_9,full_3,0.9404293529522654
bglr_9,full_4,0.9371713368592978
bglr_9,full_5,0.9218616414026728
bglr_9,full_6,0.9119674741431608
bglr_9,full_7,0.9015948897037048
bglr_9,full_8,0.903348653696746
bglr_9,full_9,0.904186458669914
bglr_9,cat_0,0.8946561556556023
bglr_9,cat_1,0.8977586622739706
bglr_9,cat_2,0.891829837514141
bglr_9,cat_3,0.89753242329231
bglr_9,cat_4,0.8987622925679796
bglr_9,cat_5,0.9039205767495968
bglr_9,cat_6,0.8780361160491176
bglr_9,cat_7,0.8974517994980394
bglr_9,cat_8,0.8970054842962979
bglr_9,cat_9,0.8987952477887458
knn_0,lm_0,0.9879022210273076
knn_0,lm_1,0.9879022210273076
knn_0,lm_2,0.9879022210273076
knn_0,lm_3,0.9879022210273076
knn_0,lm_4,0.9879022210273076
knn_0,lm_5,0.9879022210273076
knn_0,lm_6,0.9879022210273076
knn_0,lm_7,0.9879022210273076
knn_0,lm_8,0.9879022210273076
knn_0,lm_9,0.9879022210273076
knn_0,bglr_0,0.973135697577714
knn_0,bglr_1,1.0050150701567455
knn_0,bglr_2,0.9000947631261679
knn_0,bglr_3,0.8974713358007744
knn_0,bglr_4,0.9232421055254828
knn_0,bglr_5,0.968341579914376
knn_0,bglr_6,0.9548433901001232
knn_0,bglr_7,0.9562647109252552
knn_0,bglr_8,0.9034645381328285
knn_0,bglr_9,0.9309863881360376
knn_0,knn_0,1.063363124510366
knn_0,knn_1,1.063363124510366
knn_0,knn_2,1.063363124510366
knn_0,knn_3,1.063363124510366
knn_0,knn_4,1.063363124510366
knn_0,knn_5,1.063363124510366
knn_0,knn_6,1.063363124510366
knn_0,knn_7,1.063363124510366
knn_0,knn_8,1.063363124510366
knn_0,knn_9,1.063363124510366
knn_0,rf_0,1.027220417288204
knn_0,rf_1,1.027220417288204
knn_0,rf_2,1.0276939908485514
knn_0,rf_3,1.027220417288204
knn_0,rf_4,1.0272204172882042
knn_0,rf_5,1.027220417288204
knn_0,rf_6,1.027220417288204
knn_0,rf_7,1.027220417288204
knn_0,rf_8,1.0276939908485514
knn_0,rf_9,1.027220417288204
knn_0,rnr_0,1.073349316575752
knn_0,rnr_1,1.073349316575752
knn_0,rnr_2,1.073349316575752
knn_0,rnr_3,1.073349316575752
knn_0,rnr_4,1.073349316575752
knn_0,rnr_5,1.073349316575752
knn_0,rnr_6,1.073349316575752
knn_0,rnr_7,1.073349316575752
knn_0,rnr_8,1.073349316575752
knn_0,rnr_9,1.073349316575752
knn_0,svrl_0,1.0254202456135983
knn_0,svrl_1,0.989074417413199
knn_0,svrl_2,1.017828794521671
knn_0,svrl_3,0.9918970418331424
knn_0,svrl_4,0.9997496944641624
knn_0,svrl_5,1.0613270978034002
knn_0,svrl_6,1.0335623876141655
knn_0,svrl_7,1.0022512006962014
knn_0,svrl_8,0.9948834285949852
knn_0,svrl_9,0.9699095650707918
knn_0,full_0,1.0305848957904706
knn_0,full_1,1.0168587313891064
knn_0,full_2,1.0347156901337642
knn_0,full_3,1.033941097409288
knn_0,full_4,1.0299959897814868
knn_0,full_5,1.0058873210217538
knn_0,full_6,1.0055886126703932
knn_0,full_7,1.0158620344283182
knn_0,full_8,0.9755568622366888
knn_0,full_9,0.9854336391507386
knn_0,cat_0,0.968936851770584
knn_0,cat_1,0.971260052439404
knn_0,cat_2,0.9599327729447772
knn_0,cat_3,0.965642079907966
knn_0,cat_4,0.9644327553578592
knn_0,cat_5,0.9652075971502851
knn_0,cat_6,0.963365803501068
knn_0,cat_7,0.9710669962747468
knn_0,cat_8,0.9757112220448484
knn_0,cat_9,0.983042904231306
knn_1,lm_0,0.9879022210273076
knn_1,lm_1,0.9879022210273076
knn_1,lm_2,0.9879022210273076
knn_1,lm_3,0.9879022210273076
knn_1,lm_4,0.9879022210273076
knn_1,lm_5,0.9879022210273076
knn_1,lm_6,0.9879022210273076
knn_1,lm_7,0.9879022210273076
knn_1,lm_8,0.9879022210273076
knn_1,lm_9,0.9879022210273076
knn_1,bglr_0,0.973135697577714
knn_1,bglr_1,1.0050150701567455
knn_1,bglr_2,0.9000947631261679
knn_1,bglr_3,0.8974713358007744
knn_1,bglr_4,0.9232421055254828
knn_1,bglr_5,0.968341579914376
knn_1,bglr_6,0.9548433901001232
knn_1,bglr_7,0.9562647109252552
knn_1,bglr_8,0.9034645381328285
knn_1,bglr_9,0.9309863881360376
knn_1,knn_0,1.063363124510366
knn_1,knn_1,1.063363124510366
knn_1,knn_2,1.063363124510366
knn_1,knn_3,1.063363124510366
knn_1,knn_4,1.063363124510366
knn_1,knn_5,1.063363124510366
knn_1,knn_6,1.063363124510366
knn_1,knn_7,1.063363124510366
knn_1,knn_8,1.063363124510366
knn_1,knn_9,1.063363124510366
knn_1,rf_0,1.027220417288204
knn_1,rf_1,1.027220417288204
knn_1,rf_2,1.0276939908485514
knn_1,rf_3,1.027220417288204
knn_1,rf_4,1.0272204172882042
knn_1,rf_5,1.027220417288204
knn_1,rf_6,1.027220417288204
knn_1,rf_7,1.027220417288204
knn_1,rf_8,1.0276939908485514
knn_1,rf_9,1.027220417288204
knn_1,rnr_0,1.073349316575752
knn_1,rnr_1,1.073349316575752
knn_1,rnr_2,1.073349316575752
knn_1,rnr_3,1.073349316575752
knn_1,rnr_4,1.073349316575752
knn_1,rnr_5,1.073349316575752
knn_1,rnr_6,1.073349316575752
knn_1,rnr_7,1.073349316575752
knn_1,rnr_8,1.073349316575752
knn_1,rnr_9,1.073349316575752
knn_1,svrl_0,1.0254202456135983
knn_1,svrl_1,0.989074417413199
knn_1,svrl_2,1.017828794521671
knn_1,svrl_3,0.9918970418331424
knn_1,svrl_4,0.9997496944641624
knn_1,svrl_5,1.0613270978034002
knn_1,svrl_6,1.0335623876141655
knn_1,svrl_7,1.0022512006962014
knn_1,svrl_8,0.9948834285949852
knn_1,svrl_9,0.9699095650707918
knn_1,full_0,1.0305848957904706
knn_1,full_1,1.0168587313891064
knn_1,full_2,1.0347156901337642
knn_1,full_3,1.033941097409288
knn_1,full_4,1.0299959897814868
knn_1,full_5,1.0058873210217538
knn_1,full_6,1.0055886126703932
knn_1,full_7,1.0158620344283182
knn_1,full_8,0.9755568622366888
knn_1,full_9,0.9854336391507386
knn_1,cat_0,0.968936851770584
knn_1,cat_1,0.971260052439404
knn_1,cat_2,0.9599327729447772
knn_1,cat_3,0.965642079907966
knn_1,cat_4,0.9644327553578592
knn_1,cat_5,0.9652075971502851
knn_1,cat_6,0.963365803501068
knn_1,cat_7,0.9710669962747468
knn_1,cat_8,0.9757112220448484
knn_1,cat_9,0.983042904231306
knn_2,lm_0,0.9879022210273076
knn_2,lm_1,0.9879022210273076
knn_2,lm_2,0.9879022210273076
knn_2,lm_3,0.9879022210273076
knn_2,lm_4,0.9879022210273076
knn_2,lm_5,0.9879022210273076
knn_2,lm_6,0.9879022210273076
knn_2,lm_7,0.9879022210273076
knn_2,lm_8,0.9879022210273076
knn_2,lm_9,0.9879022210273076
knn_2,bglr_0,0.973135697577714
knn_2,bglr_1,1.0050150701567455
knn_2,bglr_2,0.9000947631261679
knn_2,bglr_3,0.8974713358007744
knn_2,bglr_4,0.9232421055254828
knn_2,bglr_5,0.968341579914376
knn_2,bglr_6,0.9548433901001232
knn_2,bglr_7,0.9562647109252552
knn_2,bglr_8,0.9034645381328285
knn_2,bglr_9,0.9309863881360376
knn_2,knn_0,1.063363124510366
knn_2,knn_1,1.063363124510366
knn_2,knn_2,1.063363124510366
knn_2,knn_3,1.063363124510366
knn_2,knn_4,1.063363124510366
knn_2,knn_5,1.063363124510366
knn_2,knn_6,1.063363124510366
knn_2,knn_7,1.063363124510366
knn_2,knn_8,1.063363124510366
knn_2,knn_9,1.063363124510366
knn_2,rf_0,1.027220417288204
knn_2,rf_1,1.027220417288204
knn_2,rf_2,1.0276939908485514
knn_2,rf_3,1.027220417288204
knn_2,rf_4,1.0272204172882042
knn_2,rf_5,1.027220417288204
knn_2,rf_6,1.027220417288204
knn_2,rf_7,1.027220417288204
knn_2,rf_8,1.0276939908485514
knn_2,rf_9,1.027220417288204
knn_2,rnr_0,1.073349316575752
knn_2,rnr_1,1.073349316575752
knn_2,rnr_2,1.073349316575752
knn_2,rnr_3,1.073349316575752
knn_2,rnr_4,1.073349316575752
knn_2,rnr_5,1.073349316575752
knn_2,rnr_6,1.073349316575752
knn_2,rnr_7,1.073349316575752
knn_2,rnr_8,1.073349316575752
knn_2,rnr_9,1.073349316575752
knn_2,svrl_0,1.0254202456135983
knn_2,svrl_1,0.989074417413199
knn_2,svrl_2,1.017828794521671
knn_2,svrl_3,0.9918970418331424
knn_2,svrl_4,0.9997496944641624
knn_2,svrl_5,1.0613270978034002
knn_2,svrl_6,1.0335623876141655
knn_2,svrl_7,1.0022512006962014
knn_2,svrl_8,0.9948834285949852
knn_2,svrl_9,0.9699095650707918
knn_2,full_0,1.0305848957904706
knn_2,full_1,1.0168587313891064
knn_2,full_2,1.0347156901337642
knn_2,full_3,1.033941097409288
knn_2,full_4,1.0299959897814868
knn_2,full_5,1.0058873210217538
knn_2,full_6,1.0055886126703932
knn_2,full_7,1.0158620344283182
knn_2,full_8,0.9755568622366888
knn_2,full_9,0.9854336391507386
knn_2,cat_0,0.968936851770584
knn_2,cat_1,0.971260052439404
knn_2,cat_2,0.9599327729447772
knn_2,cat_3,0.965642079907966
knn_2,cat_4,0.9644327553578592
knn_2,cat_5,0.9652075971502851
knn_2,cat_6,0.963365803501068
knn_2,cat_7,0.9710669962747468
knn_2,cat_8,0.9757112220448484
knn_2,cat_9,0.983042904231306
knn_3,lm_0,0.9879022210273076
knn_3,lm_1,0.9879022210273076
knn_3,lm_2,0.9879022210273076
knn_3,lm_3,0.9879022210273076
knn_3,lm_4,0.9879022210273076
knn_3,lm_5,0.9879022210273076
knn_3,lm_6,0.9879022210273076
knn_3,lm_7,0.9879022210273076
knn_3,lm_8,0.9879022210273076
knn_3,lm_9,0.9879022210273076
knn_3,bglr_0,0.973135697577714
knn_3,bglr_1,1.0050150701567455
knn_3,bglr_2,0.9000947631261679
knn_3,bglr_3,0.8974713358007744
knn_3,bglr_4,0.9232421055254828
knn_3,bglr_5,0.968341579914376
knn_3,bglr_6,0.9548433901001232
knn_3,bglr_7,0.9562647109252552
knn_3,bglr_8,0.9034645381328285
knn_3,bglr_9,0.9309863881360376
knn_3,knn_0,1.063363124510366
knn_3,knn_1,1.063363124510366
knn_3,knn_2,1.063363124510366
knn_3,knn_3,1.063363124510366
knn_3,knn_4,1.063363124510366
knn_3,knn_5,1.063363124510366
knn_3,knn_6,1.063363124510366
knn_3,knn_7,1.063363124510366
knn_3,knn_8,1.063363124510366
knn_3,knn_9,1.063363124510366
knn_3,rf_0,1.027220417288204
knn_3,rf_1,1.027220417288204
knn_3,rf_2,1.0276939908485514
knn_3,rf_3,1.027220417288204
knn_3,rf_4,1.0272204172882042
knn_3,rf_5,1.027220417288204
knn_3,rf_6,1.027220417288204
knn_3,rf_7,1.027220417288204
knn_3,rf_8,1.0276939908485514
knn_3,rf_9,1.027220417288204
knn_3,rnr_0,1.073349316575752
knn_3,rnr_1,1.073349316575752
knn_3,rnr_2,1.073349316575752
knn_3,rnr_3,1.073349316575752
knn_3,rnr_4,1.073349316575752
knn_3,rnr_5,1.073349316575752
knn_3,rnr_6,1.073349316575752
knn_3,rnr_7,1.073349316575752
knn_3,rnr_8,1.073349316575752
knn_3,rnr_9,1.073349316575752
knn_3,svrl_0,1.0254202456135983
knn_3,svrl_1,0.989074417413199
knn_3,svrl_2,1.017828794521671
knn_3,svrl_3,0.9918970418331424
knn_3,svrl_4,0.9997496944641624
knn_3,svrl_5,1.0613270978034002
knn_3,svrl_6,1.0335623876141655
knn_3,svrl_7,1.0022512006962014
knn_3,svrl_8,0.9948834285949852
knn_3,svrl_9,0.9699095650707918
knn_3,full_0,1.0305848957904706
knn_3,full_1,1.0168587313891064
knn_3,full_2,1.0347156901337642
knn_3,full_3,1.033941097409288
knn_3,full_4,1.0299959897814868
knn_3,full_5,1.0058873210217538
knn_3,full_6,1.0055886126703932
knn_3,full_7,1.0158620344283182
knn_3,full_8,0.9755568622366888
knn_3,full_9,0.9854336391507386
knn_3,cat_0,0.968936851770584
knn_3,cat_1,0.971260052439404
knn_3,cat_2,0.9599327729447772
knn_3,cat_3,0.965642079907966
knn_3,cat_4,0.9644327553578592
knn_3,cat_5,0.9652075971502851
knn_3,cat_6,0.963365803501068
knn_3,cat_7,0.9710669962747468
knn_3,cat_8,0.9757112220448484
knn_3,cat_9,0.983042904231306
knn_4,lm_0,0.9879022210273076
knn_4,lm_1,0.9879022210273076
knn_4,lm_2,0.9879022210273076
knn_4,lm_3,0.9879022210273076
knn_4,lm_4,0.9879022210273076
knn_4,lm_5,0.9879022210273076
knn_4,lm_6,0.9879022210273076
knn_4,lm_7,0.9879022210273076
knn_4,lm_8,0.9879022210273076
knn_4,lm_9,0.9879022210273076
knn_4,bglr_0,0.973135697577714
knn_4,bglr_1,1.0050150701567455
knn_4,bglr_2,0.9000947631261679
knn_4,bglr_3,0.8974713358007744
knn_4,bglr_4,0.9232421055254828
knn_4,bglr_5,0.968341579914376
knn_4,bglr_6,0.9548433901001232
knn_4,bglr_7,0.9562647109252552
knn_4,bglr_8,0.9034645381328285
knn_4,bglr_9,0.9309863881360376
knn_4,knn_0,1.063363124510366
knn_4,knn_1,1.063363124510366
knn_4,knn_2,1.063363124510366
knn_4,knn_3,1.063363124510366
knn_4,knn_4,1.063363124510366
knn_4,knn_5,1.063363124510366
knn_4,knn_6,1.063363124510366
knn_4,knn_7,1.063363124510366
knn_4,knn_8,1.063363124510366
knn_4,knn_9,1.063363124510366
knn_4,rf_0,1.027220417288204
knn_4,rf_1,1.027220417288204
knn_4,rf_2,1.0276939908485514
knn_4,rf_3,1.027220417288204
knn_4,rf_4,1.0272204172882042
knn_4,rf_5,1.027220417288204
knn_4,rf_6,1.027220417288204
knn_4,rf_7,1.027220417288204
knn_4,rf_8,1.0276939908485514
knn_4,rf_9,1.027220417288204
knn_4,rnr_0,1.073349316575752
knn_4,rnr_1,1.073349316575752
knn_4,rnr_2,1.073349316575752
knn_4,rnr_3,1.073349316575752
knn_4,rnr_4,1.073349316575752
knn_4,rnr_5,1.073349316575752
knn_4,rnr_6,1.073349316575752
knn_4,rnr_7,1.073349316575752
knn_4,rnr_8,1.073349316575752
knn_4,rnr_9,1.073349316575752
knn_4,svrl_0,1.0254202456135983
knn_4,svrl_1,0.989074417413199
knn_4,svrl_2,1.017828794521671
knn_4,svrl_3,0.9918970418331424
knn_4,svrl_4,0.9997496944641624
knn_4,svrl_5,1.0613270978034002
knn_4,svrl_6,1.0335623876141655
knn_4,svrl_7,1.0022512006962014
knn_4,svrl_8,0.9948834285949852
knn_4,svrl_9,0.9699095650707918
knn_4,full_0,1.0305848957904706
knn_4,full_1,1.0168587313891064
knn_4,full_2,1.0347156901337642
knn_4,full_3,1.033941097409288
knn_4,full_4,1.0299959897814868
knn_4,full_5,1.0058873210217538
knn_4,full_6,1.0055886126703932
knn_4,full_7,1.0158620344283182
knn_4,full_8,0.9755568622366888
knn_4,full_9,0.9854336391507386
knn_4,cat_0,0.968936851770584
knn_4,cat_1,0.971260052439404
knn_4,cat_2,0.9599327729447772
knn_4,cat_3,0.965642079907966
knn_4,cat_4,0.9644327553578592
knn_4,cat_5,0.9652075971502851
knn_4,cat_6,0.963365803501068
knn_4,cat_7,0.9710669962747468
knn_4,cat_8,0.9757112220448484
knn_4,cat_9,0.983042904231306
knn_5,lm_0,0.9879022210273076
knn_5,lm_1,0.9879022210273076
knn_5,lm_2,0.9879022210273076
knn_5,lm_3,0.9879022210273076
knn_5,lm_4,0.9879022210273076
knn_5,lm_5,0.9879022210273076
knn_5,lm_6,0.9879022210273076
knn_5,lm_7,0.9879022210273076
knn_5,lm_8,0.9879022210273076
knn_5,lm_9,0.9879022210273076
knn_5,bglr_0,0.973135697577714
knn_5,bglr_1,1.0050150701567455
knn_5,bglr_2,0.9000947631261679
knn_5,bglr_3,0.8974713358007744
knn_5,bglr_4,0.9232421055254828
knn_5,bglr_5,0.968341579914376
knn_5,bglr_6,0.9548433901001232
knn_5,bglr_7,0.9562647109252552
knn_5,bglr_8,0.9034645381328285
knn_5,bglr_9,0.9309863881360376
knn_5,knn_0,1.063363124510366
knn_5,knn_1,1.063363124510366
knn_5,knn_2,1.063363124510366
knn_5,knn_3,1.063363124510366
knn_5,knn_4,1.063363124510366
knn_5,knn_5,1.063363124510366
knn_5,knn_6,1.063363124510366
knn_5,knn_7,1.063363124510366
knn_5,knn_8,1.063363124510366
knn_5,knn_9,1.063363124510366
knn_5,rf_0,1.027220417288204
knn_5,rf_1,1.027220417288204
knn_5,rf_2,1.0276939908485514
knn_5,rf_3,1.027220417288204
knn_5,rf_4,1.0272204172882042
knn_5,rf_5,1.027220417288204
knn_5,rf_6,1.027220417288204
knn_5,rf_7,1.027220417288204
knn_5,rf_8,1.0276939908485514
knn_5,rf_9,1.027220417288204
knn_5,rnr_0,1.073349316575752
knn_5,rnr_1,1.073349316575752
knn_5,rnr_2,1.073349316575752
knn_5,rnr_3,1.073349316575752
knn_5,rnr_4,1.073349316575752
knn_5,rnr_5,1.073349316575752
knn_5,rnr_6,1.073349316575752
knn_5,rnr_7,1.073349316575752
knn_5,rnr_8,1.073349316575752
knn_5,rnr_9,1.073349316575752
knn_5,svrl_0,1.0254202456135983
knn_5,svrl_1,0.989074417413199
knn_5,svrl_2,1.017828794521671
knn_5,svrl_3,0.9918970418331424
knn_5,svrl_4,0.9997496944641624
knn_5,svrl_5,1.0613270978034002
knn_5,svrl_6,1.0335623876141655
knn_5,svrl_7,1.0022512006962014
knn_5,svrl_8,0.9948834285949852
knn_5,svrl_9,0.9699095650707918
knn_5,full_0,1.0305848957904706
knn_5,full_1,1.0168587313891064
knn_5,full_2,1.0347156901337642
knn_5,full_3,1.033941097409288
knn_5,full_4,1.0299959897814868
knn_5,full_5,1.0058873210217538
knn_5,full_6,1.0055886126703932
knn_5,full_7,1.0158620344283182
knn_5,full_8,0.9755568622366888
knn_5,full_9,0.9854336391507386
knn_5,cat_0,0.968936851770584
knn_5,cat_1,0.971260052439404
knn_5,cat_2,0.9599327729447772
knn_5,cat_3,0.965642079907966
knn_5,cat_4,0.9644327553578592
knn_5,cat_5,0.9652075971502851
knn_5,cat_6,0.963365803501068
knn_5,cat_7,0.9710669962747468
knn_5,cat_8,0.9757112220448484
knn_5,cat_9,0.983042904231306
knn_6,lm_0,0.9879022210273076
knn_6,lm_1,0.9879022210273076
knn_6,lm_2,0.9879022210273076
knn_6,lm_3,0.9879022210273076
knn_6,lm_4,0.9879022210273076
knn_6,lm_5,0.9879022210273076
knn_6,lm_6,0.9879022210273076
knn_6,lm_7,0.9879022210273076
knn_6,lm_8,0.9879022210273076
knn_6,lm_9,0.9879022210273076
knn_6,bglr_0,0.973135697577714
knn_6,bglr_1,1.0050150701567455
knn_6,bglr_2,0.9000947631261679
knn_6,bglr_3,0.8974713358007744
knn_6,bglr_4,0.9232421055254828
knn_6,bglr_5,0.968341579914376
knn_6,bglr_6,0.9548433901001232
knn_6,bglr_7,0.9562647109252552
knn_6,bglr_8,0.9034645381328285
knn_6,bglr_9,0.9309863881360376
knn_6,knn_0,1.063363124510366
knn_6,knn_1,1.063363124510366
knn_6,knn_2,1.063363124510366
knn_6,knn_3,1.063363124510366
knn_6,knn_4,1.063363124510366
knn_6,knn_5,1.063363124510366
knn_6,knn_6,1.063363124510366
knn_6,knn_7,1.063363124510366
knn_6,knn_8,1.063363124510366
knn_6,knn_9,1.063363124510366
knn_6,rf_0,1.027220417288204
knn_6,rf_1,1.027220417288204
knn_6,rf_2,1.0276939908485514
knn_6,rf_3,1.027220417288204
knn_6,rf_4,1.0272204172882042
knn_6,rf_5,1.027220417288204
knn_6,rf_6,1.027220417288204
knn_6,rf_7,1.027220417288204
knn_6,rf_8,1.0276939908485514
knn_6,rf_9,1.027220417288204
knn_6,rnr_0,1.073349316575752
knn_6,rnr_1,1.073349316575752
knn_6,rnr_2,1.073349316575752
knn_6,rnr_3,1.073349316575752
knn_6,rnr_4,1.073349316575752
knn_6,rnr_5,1.073349316575752
knn_6,rnr_6,1.073349316575752
knn_6,rnr_7,1.073349316575752
knn_6,rnr_8,1.073349316575752
knn_6,rnr_9,1.073349316575752
knn_6,svrl_0,1.0254202456135983
knn_6,svrl_1,0.989074417413199
knn_6,svrl_2,1.017828794521671
knn_6,svrl_3,0.9918970418331424
knn_6,svrl_4,0.9997496944641624
knn_6,svrl_5,1.0613270978034002
knn_6,svrl_6,1.0335623876141655
knn_6,svrl_7,1.0022512006962014
knn_6,svrl_8,0.9948834285949852
knn_6,svrl_9,0.9699095650707918
knn_6,full_0,1.0305848957904706
knn_6,full_1,1.0168587313891064
knn_6,full_2,1.0347156901337642
knn_6,full_3,1.033941097409288
knn_6,full_4,1.0299959897814868
knn_6,full_5,1.0058873210217538
knn_6,full_6,1.0055886126703932
knn_6,full_7,1.0158620344283182
knn_6,full_8,0.9755568622366888
knn_6,full_9,0.9854336391507386
knn_6,cat_0,0.968936851770584
knn_6,cat_1,0.971260052439404
knn_6,cat_2,0.9599327729447772
knn_6,cat_3,0.965642079907966
knn_6,cat_4,0.9644327553578592
knn_6,cat_5,0.9652075971502851
knn_6,cat_6,0.963365803501068
knn_6,cat_7,0.9710669962747468
knn_6,cat_8,0.9757112220448484
knn_6,cat_9,0.983042904231306
knn_7,lm_0,0.9879022210273076
knn_7,lm_1,0.9879022210273076
knn_7,lm_2,0.9879022210273076
knn_7,lm_3,0.9879022210273076
knn_7,lm_4,0.9879022210273076
knn_7,lm_5,0.9879022210273076
knn_7,lm_6,0.9879022210273076
knn_7,lm_7,0.9879022210273076
knn_7,lm_8,0.9879022210273076
knn_7,lm_9,0.9879022210273076
knn_7,bglr_0,0.973135697577714
knn_7,bglr_1,1.0050150701567455
knn_7,bglr_2,0.9000947631261679
knn_7,bglr_3,0.8974713358007744
knn_7,bglr_4,0.9232421055254828
knn_7,bglr_5,0.968341579914376
knn_7,bglr_6,0.9548433901001232
knn_7,bglr_7,0.9562647109252552
knn_7,bglr_8,0.9034645381328285
knn_7,bglr_9,0.9309863881360376
knn_7,knn_0,1.063363124510366
knn_7,knn_1,1.063363124510366
knn_7,knn_2,1.063363124510366
knn_7,knn_3,1.063363124510366
knn_7,knn_4,1.063363124510366
knn_7,knn_5,1.063363124510366
knn_7,knn_6,1.063363124510366
knn_7,knn_7,1.063363124510366
knn_7,knn_8,1.063363124510366
knn_7,knn_9,1.063363124510366
knn_7,rf_0,1.027220417288204
knn_7,rf_1,1.027220417288204
knn_7,rf_2,1.0276939908485514
knn_7,rf_3,1.027220417288204
knn_7,rf_4,1.0272204172882042
knn_7,rf_5,1.027220417288204
knn_7,rf_6,1.027220417288204
knn_7,rf_7,1.027220417288204
knn_7,rf_8,1.0276939908485514
knn_7,rf_9,1.027220417288204
knn_7,rnr_0,1.073349316575752
knn_7,rnr_1,1.073349316575752
knn_7,rnr_2,1.073349316575752
knn_7,rnr_3,1.073349316575752
knn_7,rnr_4,1.073349316575752
knn_7,rnr_5,1.073349316575752
knn_7,rnr_6,1.073349316575752
knn_7,rnr_7,1.073349316575752
knn_7,rnr_8,1.073349316575752
knn_7,rnr_9,1.073349316575752
knn_7,svrl_0,1.0254202456135983
knn_7,svrl_1,0.989074417413199
knn_7,svrl_2,1.017828794521671
knn_7,svrl_3,0.9918970418331424
knn_7,svrl_4,0.9997496944641624
knn_7,svrl_5,1.0613270978034002
knn_7,svrl_6,1.0335623876141655
knn_7,svrl_7,1.0022512006962014
knn_7,svrl_8,0.9948834285949852
knn_7,svrl_9,0.9699095650707918
knn_7,full_0,1.0305848957904706
knn_7,full_1,1.0168587313891064
knn_7,full_2,1.0347156901337642
knn_7,full_3,1.033941097409288
knn_7,full_4,1.0299959897814868
knn_7,full_5,1.0058873210217538
knn_7,full_6,1.0055886126703932
knn_7,full_7,1.0158620344283182
knn_7,full_8,0.9755568622366888
knn_7,full_9,0.9854336391507386
knn_7,cat_0,0.968936851770584
knn_7,cat_1,0.971260052439404
knn_7,cat_2,0.9599327729447772
knn_7,cat_3,0.965642079907966
