,RMSE,Ensemble,Split,Name
13,0.8945337849725647,uniform_by_type_weights,Test,Best in Test
14,0.8861058225871553,uniform_by_type_weights,Test,Best in Test
15,0.8857127155327167,uniform_by_type_weights,Test,Best in Test
16,0.8704952409224592,uniform_by_type_weights,Test,Best in Test
17,0.8929512412543148,uniform_by_type_weights,Test,Best in Test
18,0.8890636884780088,uniform_by_type_weights,Test,Best in Test
19,0.890657267274464,uniform_by_type_weights,Test,Best in Test
20,0.8860117696642544,uniform_by_type_weights,Test,Best in Test
21,0.890645780552346,uniform_by_type_weights,Test,Best in Test
22,0.9134583707562938,uniform_by_type_weights,Test,Best in Test
23,0.8871202443490295,uniform_by_type_weights,Test,Best in Test
24,0.8954959097194342,uniform_by_type_weights,Test,Best in Test
25,0.881080360196076,uniform_by_type_weights,Test,Best in Test
26,0.8845573291459929,uniform_by_type_weights,Test,Best in Test
27,0.8808158137075162,uniform_by_type_weights,Test,Best in Test
28,0.8818308896636557,uniform_by_type_weights,Test,Best in Test
29,0.8755150045765642,uniform_by_type_weights,Test,Best in Test
30,0.9023280888991939,uniform_by_type_weights,Test,Best in Test
31,0.9043392602295741,uniform_by_type_weights,Test,Best in Test
32,0.8892473758887788,uniform_by_type_weights,Test,Best in Test
33,0.9043634156678243,uniform_by_type_weights,Test,Best in Test
34,0.8856668759917294,uniform_by_type_weights,Test,Best in Test
35,0.8980351496966922,uniform_by_type_weights,Test,Best in Test
36,0.8819569424457693,uniform_by_type_weights,Test,Best in Test
37,0.8870205264308639,uniform_by_type_weights,Test,Best in Test
38,0.887106964081099,uniform_by_type_weights,Test,Best in Test
39,0.8973760321017544,uniform_by_type_weights,Test,Best in Test
40,0.8898388947023965,uniform_by_type_weights,Test,Best in Test
41,0.8843644136586303,uniform_by_type_weights,Test,Best in Test
42,0.8858022166938597,uniform_by_type_weights,Test,Best in Test
43,0.891566028248873,uniform_by_type_weights,Test,Best in Test
44,0.8900200252308328,uniform_by_type_weights,Test,Best in Test
45,0.8845768918212275,uniform_by_type_weights,Test,Best in Test
46,0.8951495224887571,uniform_by_type_weights,Test,Best in Test
47,0.8907557588138373,uniform_by_type_weights,Test,Best in Test
48,0.8913965625563641,uniform_by_type_weights,Test,Best in Test
49,0.8858969932982168,uniform_by_type_weights,Test,Best in Test
0,0.8665535037853906,inv_std_weights,Test,Best in Test
1,0.8921387465337827,inv_std_weights,Test,Best in Test
2,0.8975870401846388,inv_std_weights,Test,Best in Test
3,0.89668745981849,inv_std_weights,Test,Best in Test
4,0.8743196150314928,inv_std_weights,Test,Best in Test
5,0.8974653259449881,inv_std_weights,Test,Best in Test
6,0.8715118024522125,inv_std_weights,Test,Best in Test
7,0.8700751691282962,inv_std_weights,Test,Best in Test
8,0.8958235707385751,inv_std_weights,Test,Best in Test
9,0.8925066998681204,inv_std_weights,Test,Best in Test
10,0.8966648988321355,inv_std_weights,Test,Best in Test
11,0.8772391796453383,inv_std_weights,Test,Best in Test
12,0.8587429732603072,inv_std_weights,Test,Best in Test
13,0.8758086419458849,inv_std_weights,Test,Best in Test
14,0.8797179786272229,inv_std_weights,Test,Best in Test
15,0.8777686512665215,inv_std_weights,Test,Best in Test
16,0.8702385500629843,inv_std_weights,Test,Best in Test
17,0.8695353264460249,inv_std_weights,Test,Best in Test
18,0.8815519068580365,inv_std_weights,Test,Best in Test
19,0.8689501459049668,inv_std_weights,Test,Best in Test
20,0.8710377899173637,inv_std_weights,Test,Best in Test
21,0.8844216335661392,inv_std_weights,Test,Best in Test
22,0.8677776806819215,inv_std_weights,Test,Best in Test
23,0.8946652772061766,inv_std_weights,Test,Best in Test
24,0.8782521310591661,inv_std_weights,Test,Best in Test
25,0.8754473388319215,inv_std_weights,Test,Best in Test
26,0.8897821811935529,inv_std_weights,Test,Best in Test
27,0.8854763371246653,inv_std_weights,Test,Best in Test
28,0.8652939165684153,inv_std_weights,Test,Best in Test
29,0.8917531741100004,inv_std_weights,Test,Best in Test
30,0.8733278562910816,inv_std_weights,Test,Best in Test
31,0.878889650709252,inv_std_weights,Test,Best in Test
32,0.8921548389655606,inv_std_weights,Test,Best in Test
33,0.8915736075240045,inv_std_weights,Test,Best in Test
34,0.8938180270728756,inv_std_weights,Test,Best in Test
35,0.8838271437441386,inv_std_weights,Test,Best in Test
36,0.8732689196975568,inv_std_weights,Test,Best in Test
37,0.8663926256378124,inv_std_weights,Test,Best in Test
38,0.906208378423575,inv_std_weights,Test,Best in Test
39,0.8781044117062293,inv_std_weights,Test,Best in Test
40,0.8709066986723522,inv_std_weights,Test,Best in Test
41,0.8735560170341604,inv_std_weights,Test,Best in Test
42,0.8787133893982952,inv_std_weights,Test,Best in Test
43,0.8797678414057851,inv_std_weights,Test,Best in Test
44,0.8748166884484214,inv_std_weights,Test,Best in Test
45,0.8856851768580705,inv_std_weights,Test,Best in Test
