EnsembleMethod,TrainRMSE,TestRMSE,PercentBLUPRMSE
uniform_weights,0.5015113897435483,0.9291729157824724,0.9912376814041937
inv_std_weights,0.48322175084924923,0.9254582544877162,0.9872748966668499
inv_var_weights,0.5135861628067026,0.9226834806807843,0.9843147798704104
inv_rmse_weights,0.3196751433020225,0.9700649661806208,1.0348611453860186
mlp_predictions,0.19681985913341607,1.062490964472048,1.1334608039551781
